330, 769
600, 543
173, 108
469, 468
910, 773
899, 606
98, 828
535, 438
670, 559
173, 831
307, 839
860, 109
131, 140
91, 783
481, 468
602, 594
448, 317
102, 883
622, 724
446, 786
987, 855
581, 254
822, 893
117, 903
980, 411
765, 213
285, 724
23, 184
100, 678
130, 977
509, 373
618, 691
991, 171
277, 442
398, 889
718, 581
869, 569
472, 146
425, 762
440, 300
503, 192
723, 920
263, 322
251, 847
817, 572
321, 802
1, 976
979, 560
861, 843
683, 997
932, 389
867, 884
394, 735
282, 841
28, 262
334, 355
682, 952
625, 947
955, 178
58, 405
38, 573
773, 9
961, 672
363, 799
560, 614
269, 68
850, 612
753, 37
965, 918
361, 655
680, 439
33, 939
287, 294
500, 771
658, 724
442, 869
783, 196
691, 933
74, 728
152, 263
275, 761
406, 514
459, 731
39, 640
355, 909
642, 9
357, 48
539, 684
48, 700
666, 404
780, 657
721, 191
363, 803
986, 754
486, 635
357, 197
152, 813
215, 283
382, 634
782, 895
492, 269
967, 529
295, 379
710, 750
127, 369
667, 756
183, 664
298, 739
695, 935
104, 376
693, 753
17, 384
207, 105
874, 288
179, 449
422, 230
463, 78
118, 685
65, 797
696, 460
71, 451
376, 468
114, 542
891, 447
678, 21
147, 484
831, 560
390, 677
82, 930
519, 242
156, 320
249, 525
696, 299
741, 621
675, 976
988, 460
896, 674
318, 788
62, 35
208, 893
306, 875
422, 919
994, 321
268, 464
414, 21
639, 248
232, 83
355, 221
579, 50
407, 570
30, 814
420, 682
265, 346
415, 490
403, 438
708, 401
405, 610
391, 400
423, 536
579, 673
416, 0
780, 830
656, 147
39, 490
95, 16
519, 463
213, 519
289, 425
615, 506
602, 73
877, 139
32, 256
14, 407
88, 457
872, 343
237, 504
253, 89
576, 689
382, 149
255, 513
354, 162
730, 209
694, 380
349, 376
57, 982
905, 688
219, 101
334, 517
640, 84
102, 36
21, 957
627, 54
642, 154
247, 912
212, 118
327, 150
272, 185
922, 685
96, 920
559, 552
183, 806
739, 353
106, 807
128, 397
602, 546
802, 874
105, 10
726, 497
590, 106
199, 965
341, 910
354, 973
792, 495
551, 680
120, 923
239, 899
26, 325
246, 114
567, 553
721, 932
539, 724
677, 232
627, 623
800, 672
90, 17
503, 820
894, 762
778, 258
347, 752
715, 720
198, 704
26, 764
482, 127
633, 447
149, 860
965, 831
830, 504
265, 690
936, 156
26, 46
808, 114
590, 534
323, 672
117, 472
506, 874
90, 754
324, 16
731, 736
532, 971
917, 182
658, 977
455, 877
353, 530
342, 945
640, 420
792, 224
388, 137
134, 781
818, 350
664, 774
641, 954
331, 196
899, 509
307, 201
553, 475
639, 619
399, 95
324, 627
985, 530
864, 673
34, 360
528, 757
507, 672
856, 892
618, 350
356, 908
481, 324
658, 506
737, 377
658, 102
295, 808
228, 279
335, 509
687, 519
182, 521
142, 428
777, 118
669, 476
160, 877
124, 288
623, 136
135, 535
915, 632
485, 640
310, 978
85, 377
298, 478
182, 937
145, 769
670, 426
261, 228
875, 721
586, 400
791, 6
110, 54
221, 105
162, 298
897, 994
989, 423
286, 697
193, 187
563, 861
247, 548
258, 148
716, 470
510, 963
366, 622
242, 196
750, 91
757, 288
818, 337
189, 551
765, 419
492, 373
373, 433
390, 127
378, 576
673, 520
307, 909
795, 697
697, 436
750, 539
613, 623
25, 84
289, 821
830, 370
397, 973
956, 448
482, 491
602, 284
934, 914
649, 941
63, 834
961, 549
371, 290
836, 816
754, 149
682, 973
699, 447
299, 707
653, 527
338, 843
688, 558
945, 614
988, 708
505, 553
521, 172
704, 315
944, 463
33, 810
197, 872
571, 481
319, 375
921, 332
966, 533
656, 984
390, 576
858, 624
103, 899
981, 760
543, 252
326, 464
705, 606
284, 805
874, 772
149, 12
274, 228
149, 128
268, 532
263, 59
957, 898
459, 508
685, 669
397, 119
468, 870
851, 56
254, 111
825, 140
449, 857
738, 47
797, 653
955, 208
790, 423
456, 500
670, 682
524, 438
157, 579
275, 806
587, 582
767, 743
229, 173
740, 879
572, 622
236, 226
39, 288
260, 472
573, 771
20, 36
413, 11
946, 61
92, 86
834, 809
497, 254
134, 975
94, 198
739, 525
143, 232
485, 461
647, 380
552, 606
635, 549
994, 742
608, 484
448, 188
398, 949
366, 372
893, 811
835, 205
880, 846
464, 387
367, 563
465, 900
632, 122
12, 407
648, 464
242, 769
223, 374
57, 692
972, 569
841, 4
482, 903
381, 629
944, 573
834, 856
60, 563
850, 81
350, 74
40, 184
427, 896
750, 178
943, 618
395, 454
160, 946
716, 333
497, 102
711, 933
127, 371
340, 639
779, 971
202, 260
198, 615
965, 589
462, 794
140, 3
497, 726
751, 637
833, 631
461, 783
600, 838
916, 522
957, 649
112, 305
463, 136
408, 553
813, 45
245, 426
141, 449
402, 68
919, 974
645, 670
784, 748
284, 457
123, 928
948, 710
581, 991
723, 629
241, 875
883, 253
870, 1000
389, 135
768, 773
273, 34
950, 675
515, 420
805, 123
334, 495
221, 726
196, 252
967, 604
786, 69
880, 116
854, 7
215, 642
103, 477
435, 473
249, 512
517, 895
219, 255
302, 189
131, 151
637, 314
500, 96
10, 1000
748, 789
462, 878
555, 503
138, 621
697, 779
266, 678
725, 778
391, 519
104, 708
520, 171
46, 564
695, 962
511, 333
964, 291
641, 223
943, 619
369, 511
498, 233
821, 431
729, 780
914, 239
502, 656
680, 902
226, 604
938, 845
719, 300
382, 780
609, 82
41, 129
201, 659
81, 653
870, 331
297, 317
662, 579
67, 239
638, 749
693, 498
578, 416
879, 182
353, 0
369, 579
416, 867
92, 190
421, 453
852, 32
106, 483
15, 87
575, 342
668, 133
486, 209
197, 743
185, 403
110, 570
853, 741
295, 484
418, 700
396, 119
418, 44
27, 797
183, 231
418, 840
832, 457
197, 705
294, 88
908, 726
432, 677
601, 879
588, 220
914, 965
620, 767
78, 786
272, 518
841, 558
794, 771
258, 398
468, 670
776, 865
702, 551
591, 62
866, 454
326, 929
510, 284
355, 14
496, 188
649, 432
546, 602
457, 311
760, 66
933, 348
803, 94
425, 178
346, 624
976, 223
495, 125
789, 919
628, 734
945, 914
372, 931
58, 898
237, 669
303, 138
615, 438
146, 233
792, 423
120, 407
554, 189
507, 911
347, 945
492, 451
664, 123
585, 744
797, 124
675, 742
691, 617
189, 460
126, 552
195, 106
222, 971
831, 264
109, 959
446, 915
24, 979
588, 389
458, 490
841, 945
602, 107
481, 405
160, 961
723, 571
821, 9
106, 357
562, 370
345, 220
894, 866
661, 156
989, 537
335, 234
330, 350
56, 229
127, 523
157, 227
908, 498
62, 304
996, 444
312, 118
673, 845
402, 579
613, 389
839, 347
825, 875
342, 390
994, 389
163, 698
935, 821
666, 497
89, 71
191, 898
133, 334
550, 494
884, 677
536, 417
44, 329
80, 105
782, 612
541, 403
344, 280
289, 482
910, 991
256, 852
36, 942
175, 33
434, 638
926, 187
212, 218
31, 703
47, 437
897, 184
223, 714
319, 375
144, 972
182, 947
65, 976
17, 641
297, 621
965, 863
610, 329
281, 611
62, 341
636, 944
653, 620
577, 48
22, 579
793, 619
565, 125
408, 159
853, 886
759, 262
919, 173
447, 656
537, 904
865, 902
453, 203
131, 402
374, 651
155, 75
841, 317
410, 913
429, 737
103, 88
80, 775
124, 836
942, 642
325, 782
270, 859
590, 645
824, 763
490, 981
302, 535
964, 811
221, 306
973, 989
921, 321
426, 535
870, 153
234, 30
395, 75
598, 79
375, 979
773, 964
630, 843
184, 67
686, 254
345, 531
95, 198
371, 168
906, 489
386, 487
702, 190
899, 515
996, 495
201, 753
531, 287
134, 670
542, 946
662, 370
726, 391
224, 742
335, 632
45, 47
330, 537
273, 923
953, 240
761, 268
997, 514
304, 796
229, 761
210, 63
480, 851
699, 609
620, 117
706, 218
915, 523
202, 174
909, 919
694, 898
111, 619
210, 446
111, 931
731, 946
321, 316
898, 517
439, 500
310, 937
684, 834
449, 821
883, 250
924, 550
423, 184
539, 407
164, 662
315, 36
797, 18
440, 190
694, 575
654, 443
813, 421
792, 794
417, 46
532, 346
579, 303
338, 570
919, 644
952, 102
128, 882
310, 458
174, 949
468, 986
87, 593
189, 162
365, 522
67, 708
29, 119
406, 664
512, 342
454, 33
718, 451
609, 616
511, 809
776, 12
896, 885
282, 312
19, 785
113, 923
726, 736
114, 384
159, 327
444, 760
868, 622
425, 31
135, 591
392, 128
515, 679
752, 888
339, 521
376, 629
46, 708
216, 224
741, 149
275, 703
1, 776
358, 75
853, 917
209, 970
957, 842
887, 239
365, 735
840, 514
183, 603
141, 950
891, 262
929, 492
850, 997
762, 284
284, 976
91, 802
373, 472
688, 635
718, 370
342, 351
217, 352
325, 213
924, 988
410, 373
480, 618
948, 586
911, 879
683, 281
697, 653
179, 686
278, 774
230, 561
925, 340
315, 407
224, 532
969, 854
951, 243
751, 588
612, 564
445, 736
922, 491
882, 902
938, 766
625, 742
863, 798
496, 19
828, 967
368, 682
677, 825
942, 494
764, 860
121, 952
523, 883
332, 940
952, 780
400, 53
953, 239
146, 0
661, 999
594, 796
7, 72
869, 386
714, 628
22, 782
839, 653
315, 920
603, 737
396, 481
212, 649
227, 40
461, 234
271, 169
290, 289
255, 1
31, 379
627, 743
319, 399
65, 64
613, 841
220, 28
659, 129
392, 743
482, 13
377, 228
75, 761
488, 714
672, 581
664, 450
57, 176
817, 810
381, 783
927, 226
37, 307
95, 129
686, 565
674, 627
281, 226
686, 316
338, 54
246, 502
460, 695
102, 483
269, 907
291, 668
320, 77
17, 384
672, 913
378, 378
445, 824
666, 217
130, 78
796, 826
833, 581
580, 434
368, 230
379, 761
112, 869
551, 869
147, 89
369, 96
887, 638
690, 484
868, 579
963, 144
19, 508
162, 116
107, 406
305, 31
823, 306
243, 379
773, 107
351, 139
880, 375
379, 629
270, 188
867, 896
677, 165
376, 805
518, 534
599, 156
339, 13
872, 292
508, 317
598, 438
401, 312
466, 227
417, 795
454, 670
924, 760
757, 50
537, 424
965, 314
968, 316
568, 900
803, 783
362, 510
239, 646
319, 569
552, 337
505, 970
813, 326
154, 938
395, 23
393, 913
941, 150
809, 812
46, 814
183, 815
727, 278
787, 992
765, 343
119, 650
426, 368
135, 640
259, 439
214, 864
875, 585
251, 774
323, 795
27, 919
667, 806
602, 938
708, 417
862, 570
42, 944
855, 325
304, 31
191, 703
105, 945
504, 363
751, 704
948, 158
28, 167
44, 356
834, 547
412, 667
522, 430
304, 364
890, 339
552, 293
549, 156
674, 934
726, 112
48, 281
231, 169
704, 787
708, 764
295, 955
535, 544
358, 231
517, 103
442, 639
991, 380
576, 846
876, 678
456, 149
138, 608
957, 447
153, 201
327, 27
41, 472
322, 916
414, 35
423, 414
123, 866
562, 585
292, 445
377, 815
466, 710
49, 391
202, 836
873, 487
40, 182
59, 609
663, 360
927, 718
299, 718
193, 153
694, 368
406, 915
705, 621
529, 560
350, 156
883, 300
642, 101
187, 114
186, 200
979, 57
618, 44
259, 222
950, 390
880, 182
362, 745
94, 906
838, 262
963, 990
154, 837
987, 946
298, 184
98, 467
747, 441
908, 299
752, 135
485, 166
555, 844
926, 151
399, 898
200, 914
484, 651
3, 320
718, 108
770, 767
251, 858
199, 120
951, 772
610, 465
3, 978
740, 742
525, 69
499, 318
959, 41
525, 231
579, 417
474, 87
655, 995
393, 614
364, 723
542, 691
983, 386
598, 692
677, 315
159, 539
819, 815
11, 796
72, 571
255, 497
608, 338
325, 313
938, 385
54, 78
501, 268
250, 575
402, 1
771, 749
526, 152
484, 515
160, 562
737, 433
306, 612
829, 611
582, 855
542, 750
493, 642
352, 743
772, 779
264, 913
562, 747
313, 565
846, 923
317, 522
583, 735
465, 877
980, 754
54, 168
403, 613
334, 614
254, 904
198, 10
824, 899
94, 898
30, 789
346, 13
949, 346
646, 924
444, 279
404, 503
402, 231
475, 345
78, 206
743, 324
65, 231
620, 131
825, 727
734, 393
772, 436
295, 489
879, 320
598, 61
659, 630
712, 99
69, 916
314, 759
322, 598
308, 813
11, 566
995, 383
696, 364
516, 159
989, 560
296, 577
343, 821
381, 825
869, 108
844, 510
246, 148
167, 182
67, 707
219, 328
147, 561
697, 322
678, 265
652, 346
931, 882
651, 904
366, 508
176, 869
20, 738
968, 174
911, 487
278, 80
246, 104
863, 801
117, 342
455, 482
709, 684
222, 899
759, 218
384, 8
397, 995
139, 802
182, 787
757, 910
576, 340
43, 59
750, 895
796, 175
330, 339
793, 208
903, 745
404, 734
621, 122
854, 8
115, 969
450, 602
845, 246
157, 762
989, 338
374, 393
215, 970
343, 12
297, 375
190, 53
610, 696
611, 494
368, 269
545, 407
572, 752
229, 674
731, 836
384, 977
13, 690
149, 705
181, 343
92, 392
597, 984
160, 746
212, 746
439, 107
763, 229
459, 941
806, 826
671, 503
912, 162
966, 648
803, 332
641, 21
319, 841
860, 17
842, 193
620, 109
424, 298
24, 505
607, 490
377, 803
622, 242
345, 790
59, 725
556, 835
32, 799
825, 667
816, 418
911, 610
600, 360
233, 483
384, 710
436, 633
697, 665
118, 1000
526, 263
405, 72
235, 912
922, 756
602, 431
707, 785
933, 604
556, 52
656, 965
445, 268
135, 563
329, 891
225, 498
390, 300
491, 576
824, 549
150, 384
54, 599
145, 573
861, 350
221, 7
75, 65
616, 982
843, 930
910, 113
614, 653
696, 499
941, 913
147, 420
173, 627
203, 650
405, 280
362, 823
643, 345
443, 493
911, 558
747, 905
993, 169
452, 237
765, 794
729, 430
458, 448
51, 697
417, 305
871, 114
744, 924
636, 240
666, 278
885, 96
471, 910
267, 412
827, 951
412, 345
309, 539
257, 846
306, 587
420, 277
568, 28
32, 499
432, 556
90, 22
126, 423
281, 385
900, 495
320, 943
338, 258
393, 98
751, 561
283, 200
490, 621
783, 923
400, 40
431, 829
519, 770
120, 76
595, 560
895, 380
937, 384
402, 198
620, 0
934, 982
452, 951
301, 699
972, 686
508, 749
565, 817
307, 83
857, 456
1, 518
568, 461
970, 121
308, 522
176, 641
668, 773
263, 642
279, 954
578, 893
345, 524
142, 991
769, 350
213, 751
485, 355
994, 748
232, 278
571, 642
919, 979
906, 996
68, 819
907, 3
193, 642
198, 870
834, 676
122, 25
27, 744
103, 792
379, 696
65, 325
16, 966
158, 478
740, 141
303, 473
126, 618
152, 100
565, 650
443, 518
378, 143
33, 315
826, 75
834, 586
941, 245
610, 361
559, 105
527, 824
246, 643
646, 118
413, 574
63, 29
401, 459
904, 415
180, 372
175, 666
357, 918
387, 609
706, 551
58, 113
589, 24
801, 83
365, 355
938, 644
164, 275
75, 168
936, 510
733, 432
981, 776
315, 796
180, 389
898, 330
22, 20
995, 112
151, 600
478, 521
198, 482
4, 66
179, 230
668, 267
664, 956
89, 424
94, 570
532, 738
254, 225
762, 210
869, 795
57, 13
517, 321
310, 207
634, 442
615, 211
678, 816
766, 327
174, 26
996, 891
835, 210
315, 610
32, 43
501, 771
198, 947
432, 576
489, 597
685, 514
309, 237
370, 146
295, 151
600, 992
484, 785
862, 482
979, 519
495, 694
355, 701
795, 543
247, 950
26, 757
875, 23
486, 808
306, 695
671, 193
401, 861
799, 371
399, 416
675, 406
154, 925
379, 98
603, 722
369, 832
132, 655
976, 563
356, 295
743, 134
638, 422
953, 726
964, 788
143, 216
740, 741
598, 303
859, 799
172, 268
301, 322
310, 891
545, 133
468, 355
48, 29
317, 729
5, 61
540, 67
263, 869
3, 711
309, 732
568, 285
452, 649
428, 392
31, 717
734, 17
723, 15
